the_geom	draworder2	visibility2	extrude2	tessellate2	draworder	visibility	extrude	tessellate	____________2	______	____________	lat	lon	icon2	altitudemode2	end2	begin2	timestamp2	icon	altitudemode	description	name	_end	begin	timestamp
0101000020E6100000A85489B2B7555E40E770ADF6B0D33840						-1	-1	-1		桃園市復興區北部橫貫公路旁	20091211	24.826919	121.339337								lon: 121.339337<br>lat: 24.826919<br>通報編號: (諮)981216-01<br>地點: 桃園市復興區北部橫貫公路旁<br>建檔日期: 20091211	1			
0101000020E6100000FBE8D495CF555E40658D7A8846D33840						-1	-1	-1		桃園市復興區北部橫貫公路旁	20091211	24.825295	121.340795								lon: 121.340795<br>lat: 24.825295<br>通報編號: (諮)981216-01<br>地點: 桃園市復興區北部橫貫公路旁<br>建檔日期: 20091211	2			
0101000020E6100000EE71A609DB555E406EC328081ED33840						-1	-1	-1		桃園市復興區北部橫貫公路旁	20091211	24.824677	121.341494								lon: 121.341494<br>lat: 24.824677<br>通報編號: (諮)981216-01<br>地點: 桃園市復興區北部橫貫公路旁<br>建檔日期: 20091211	3			
0101000020E61000001AA20A7F86565E404D66BCADF4D23840						-1	-1	-1		桃園市復興區北部橫貫公路及中正路旁	20091211	24.824046	121.351959								lon: 121.351959<br>lat: 24.824046<br>通報編號: (諮)981216-02<br>地點: 桃園市復興區北部橫貫公路及中正路旁<br>建檔日期: 20091211	4			
0101000020E6100000C9E6AA798E565E40965F066344D23840						-1	-1	-1		桃園市復興區北部橫貫公路及中正路旁	20091211	24.821356	121.352446								lon: 121.352446<br>lat: 24.821356<br>通報編號: (諮)981216-02<br>地點: 桃園市復興區北部橫貫公路及中正路旁<br>建檔日期: 20091211	5			
0101000020E6100000D382177D05565E40A5F5B704E0D73840						-1	-1	-1		桃園市復興區三民村基國派老教堂附近農地	20141230	24.843262	121.344085								lon: 121.344085<br>lat: 24.843262<br>通報編號: (諮)1031211-02<br>地點: 桃園市復興區三民村基國派老教堂附近農地<br>建檔日期: 20141230	6			
0101000020E61000007C444C8924525E409524CFF57DCC3840						-1	-1	-1		桃園市復興區長興村5鄰16號(118縣道羅馬公路42.5K附近)	20141230	24.798797	121.28348								lon: 121.28348<br>lat: 24.798797<br>通報編號: (諮)1031227-01<br>地點: 桃園市復興區長興村5鄰16號(118縣道羅馬公路42.5K附近)<br>建檔日期: 20141230	7			
0101000020E6100000A4A31CCC26525E400FF10F5B7ACC3840						-1	-1	-1		桃園市復興區長興村5鄰16號(118縣道羅馬公路42.5K附近)	20141230	24.798742	121.283618								lon: 121.283618<br>lat: 24.798742<br>通報編號: (諮)1031227-01<br>地點: 桃園市復興區長興村5鄰16號(118縣道羅馬公路42.5K附近)<br>建檔日期: 20141230	8			
0101000020E61000005DA9674128525E405C5A0D897BCC3840						-1	-1	-1		桃園市復興區長興村5鄰16號(118縣道羅馬公路42.5K附近)	20141230	24.79876	121.283707								lon: 121.283707<br>lat: 24.79876<br>通報編號: (諮)1031227-01<br>地點: 桃園市復興區長興村5鄰16號(118縣道羅馬公路42.5K附近)<br>建檔日期: 20141230	9			
0101000020E610000092EA3BBF28525E40C287122D79CC3840						-1	-1	-1		桃園市復興區長興村5鄰16號(118縣道羅馬公路42.5K附近)	20141230	24.798724	121.283737								lon: 121.283737<br>lat: 24.798724<br>通報編號: (諮)1031227-01<br>地點: 桃園市復興區長興村5鄰16號(118縣道羅馬公路42.5K附近)<br>建檔日期: 20141230	10			
0101000020E61000006E14596B28525E40751E15FF77CC3840						-1	-1	-1		桃園市復興區長興村5鄰16號(118縣道羅馬公路42.5K附近)	20141230	24.798706	121.283717								lon: 121.283717<br>lat: 24.798706<br>通報編號: (諮)1031227-01<br>地點: 桃園市復興區長興村5鄰16號(118縣道羅馬公路42.5K附近)<br>建檔日期: 20141230	11			
0101000020E6100000BFEFDFBC385C5E4027C286A757323940						-1	-1	-1		新北市淡水區崁頂8鄰	20110502	25.19665	121.440963								lon: 121.440963<br>lat: 25.19665<br>通報編號: (諮)1000428-04<br>地點: 新北市淡水區崁頂8鄰<br>建檔日期: 20110502	1418			
0101000020E6100000B6DAC35E285C5E40A999B51490323940						-1	-1	-1		新北市淡水區崁頂8鄰	20110502	25.197511	121.439964								lon: 121.439964<br>lat: 25.197511<br>通報編號: (諮)1000428-04<br>地點: 新北市淡水區崁頂8鄰<br>建檔日期: 20110502	1419			
0101000020E6100000B8EC10FFB05B5E40E82FF488D1333940						-1	-1	-1		新北市淡水區崁頂11鄰	20110502	25.202416	121.432678								lon: 121.432678<br>lat: 25.202416<br>通報編號: (諮)1000428-05<br>地點: 新北市淡水區崁頂11鄰<br>建檔日期: 20110502	1420			
0101000020E610000081AAD1AB015E5E4062484E266E3D3940						-1	-1	-1		新北市三芝區後厝里21鄰	20141218	25.239962	121.468852								lon: 121.468852<br>lat: 25.239962<br>通報編號: (民)1031127-01<br>地點: 新北市三芝區後厝里21鄰<br>建檔日期: 20141218	834			
0101000020E6100000DC10E335AF5B5E40EF71A609DB333940						-1	-1	-1		新北市淡水區崁頂11鄰	20110502	25.202561	121.432569								lon: 121.432569<br>lat: 25.202561<br>通報編號: (諮)1000428-05<br>地點: 新北市淡水區崁頂11鄰<br>建檔日期: 20110502	1421			
0101000020E6100000E44691B586625E40F29716F549063940						-1	-1	-1		台北市大安區建國南路二段269號龍門國中	20150122	25.024566	121.539472								lon: 121.539472<br>lat: 25.024566<br>通報編號: (諮)1040116-01<br>地點: 台北市大安區建國南路二段269號龍門國中<br>建檔日期: 20150122	99			
0101000020E61000005DA9674128525E408200193A76CC3840						-1	-1	-1		桃園市復興區長興村5鄰16號(118縣道羅馬公路42.5K附近)	20141230	24.798679	121.283707								lon: 121.283707<br>lat: 24.798679<br>通報編號: (諮)1031227-01<br>地點: 桃園市復興區長興村5鄰16號(118縣道羅馬公路42.5K附近)<br>建檔日期: 20141230	12			
0101000020E61000006E14596B28525E408FE21C7574CC3840						-1	-1	-1		桃園市復興區長興村5鄰16號(118縣道羅馬公路42.5K附近)	20141230	24.798652	121.283717								lon: 121.283717<br>lat: 24.798652<br>通報編號: (諮)1031227-01<br>地點: 桃園市復興區長興村5鄰16號(118縣道羅馬公路42.5K附近)<br>建檔日期: 20141230	13			
0101000020E610000014FDA19927525E405B3D27BD6FCC3840						-1	-1	-1		桃園市復興區長興村5鄰16號(118縣道羅馬公路42.5K附近)	20141230	24.79858	121.283667								lon: 121.283667<br>lat: 24.79858<br>通報編號: (諮)1031227-01<br>地點: 桃園市復興區長興村5鄰16號(118縣道羅馬公路42.5K附近)<br>建檔日期: 20141230	14			
0101000020E61000000392B06F27525E40C26A2C616DCC3840						-1	-1	-1		桃園市復興區長興村5鄰16號(118縣道羅馬公路42.5K附近)	20141230	24.798544	121.283657								lon: 121.283657<br>lat: 24.798544<br>通報編號: (諮)1031227-01<br>地點: 桃園市復興區長興村5鄰16號(118縣道羅馬公路42.5K附近)<br>建檔日期: 20141230	15			
0101000020E6100000F226BF4527525E40DC2E34D769CC3840						-1	-1	-1		桃園市復興區長興村5鄰16號(118縣道羅馬公路42.5K附近)	20141230	24.79849	121.283647								lon: 121.283647<br>lat: 24.79849<br>通報編號: (諮)1031227-01<br>地點: 桃園市復興區長興村5鄰16號(118縣道羅馬公路42.5K附近)<br>建檔日期: 20141230	16			
0101000020E610000014FDA19927525E408EC536A968CC3840						-1	-1	-1		桃園市復興區長興村5鄰16號(118縣道羅馬公路42.5K附近)	20141230	24.798472	121.283667								lon: 121.283667<br>lat: 24.798472<br>通報編號: (諮)1031227-01<br>地點: 桃園市復興區長興村5鄰16號(118縣道羅馬公路42.5K附近)<br>建檔日期: 20141230	17			
0101000020E6100000276893C327525E40AE4676A565CC3840						-1	-1	-1		桃園市復興區長興村5鄰16號(118縣道羅馬公路42.5K附近)	20141230	24.798426	121.283677								lon: 121.283677<br>lat: 24.798426<br>通報編號: (諮)1031227-01<br>地點: 桃園市復興區長興村5鄰16號(118縣道羅馬公路42.5K附近)<br>建檔日期: 20141230	18			
0101000020E6100000276893C327525E406EBF7CB262CC3840						-1	-1	-1		桃園市復興區長興村5鄰16號(118縣道羅馬公路42.5K附近)	20141230	24.798381	121.283677								lon: 121.283677<br>lat: 24.798381<br>通報編號: (諮)1031227-01<br>地點: 桃園市復興區長興村5鄰16號(118縣道羅馬公路42.5K附近)<br>建檔日期: 20141230	19			
0101000020E61000004A3E761728525E407BA180ED60CC3840						-1	-1	-1		桃園市復興區長興村5鄰16號(118縣道羅馬公路42.5K附近)	20141230	24.798354	121.283697								lon: 121.283697<br>lat: 24.798354<br>通報編號: (諮)1031227-01<br>地點: 桃園市復興區長興村5鄰16號(118縣道羅馬公路42.5K附近)<br>建檔日期: 20141230	20			
0101000020E61000008656276728525E40FB928D075BCC3840						-1	-1	-1		桃園市復興區長興村5鄰16號(118縣道羅馬公路42.5K附近)	20141230	24.798264	121.283716								lon: 121.283716<br>lat: 24.798264<br>通報編號: (諮)1031227-01<br>地點: 桃園市復興區長興村5鄰16號(118縣道羅馬公路42.5K附近)<br>建檔日期: 20141230	21			
0101000020E6100000B16F2711E1605E404C4F58E201193940						-1	-1	-1		台北市士林區承德路5段55號臺北兒童新樂園	20150402	25.097685	121.513737								lon: 121.513737<br>lat: 25.097685<br>通報編號: (諮)1040316-07<br>地點: 台北市士林區承德路5段55號臺北兒童新樂園<br>建檔日期: 20150402	22			
0101000020E61000006280441328525E407B849A2155CC3840						-1	-1	-1		桃園市復興區長興村5鄰16號(118縣道羅馬公路42.5K附近)	20141230	24.798174	121.283696								lon: 121.283696<br>lat: 24.798174<br>通報編號: (諮)1031227-01<br>地點: 桃園市復興區長興村5鄰16號(118縣道羅馬公路42.5K附近)<br>建檔日期: 20141230	23			
0101000020E610000021C9ACDEE1605E40999B6F44F7183940						-1	-1	-1		台北市士林區承德路5段55號臺北兒童新樂園	20150402	25.097523	121.513786								lon: 121.513786<br>lat: 25.097523<br>通報編號: (諮)1040316-07<br>地點: 台北市士林區承德路5段55號臺北兒童新樂園<br>建檔日期: 20150402	24			
0101000020E610000073EB353D28525E40E76ED74B53CC3840						-1	-1	-1		桃園市復興區長興村5鄰16號(118縣道羅馬公路42.5K附近)	20141230	24.798146	121.283706								lon: 121.283706<br>lat: 24.798146<br>通報編號: (諮)1031227-01<br>地點: 桃園市復興區長興村5鄰16號(118縣道羅馬公路42.5K附近)<br>建檔日期: 20141230	25			
0101000020E6100000459F8F32E2605E40E5046D72F8183940						-1	-1	-1		台北市士林區承德路5段55號臺北兒童新樂園	20150402	25.097541	121.513806								lon: 121.513806<br>lat: 25.097541<br>通報編號: (諮)1040316-07<br>地點: 台北市士林區承德路5段55號臺北兒童新樂園<br>建檔日期: 20150402	26			
0101000020E610000099C1189128525E40A7E7DD5850CC3840						-1	-1	-1		桃園市復興區長興村5鄰16號(118縣道羅馬公路42.5K附近)	20141230	24.798101	121.283726								lon: 121.283726<br>lat: 24.798101<br>通報編號: (諮)1031227-01<br>地點: 桃園市復興區長興村5鄰16號(118縣道羅馬公路42.5K附近)<br>建檔日期: 20141230	27			
0101000020E6100000F71BEDB8E1605E40D93F4F0306193940						-1	-1	-1		台北市士林區承德路5段55號臺北兒童新樂園	20150402	25.097748	121.513777								lon: 121.513777<br>lat: 25.097748<br>通報編號: (諮)1040316-07<br>地點: 台北市士林區承德路5段55號臺北兒童新樂園<br>建檔日期: 20150402	28			
0101000020E610000099C1189128525E400E15E3FC4DCC3840						-1	-1	-1		桃園市復興區長興村5鄰16號(118縣道羅馬公路42.5K附近)	20141230	24.798065	121.283726								lon: 121.283726<br>lat: 24.798065<br>通報編號: (諮)1031227-01<br>地點: 桃園市復興區長興村5鄰16號(118縣道羅馬公路42.5K附近)<br>建檔日期: 20141230	29			
0101000020E6100000F6CDFDD5E3605E4019C748F608193940						-1	-1	-1		台北市士林區承德路5段55號臺北兒童新樂園	20150402	25.097793	121.513906								lon: 121.513906<br>lat: 25.097793<br>通報編號: (諮)1040316-07<br>地點: 台北市士林區承德路5段55號臺北兒童新樂園<br>建檔日期: 20150402	30			
0101000020E61000008C2D043928525E40EDF1423A3CCC3840						-1	-1	-1		桃園市復興區長興村5鄰16號(118縣道羅馬公路42.5K附近)	20141230	24.797794	121.283705								lon: 121.283705<br>lat: 24.797794<br>通報編號: (諮)1031227-01<br>地點: 桃園市復興區長興村5鄰16號(118縣道羅馬公路42.5K附近)<br>建檔日期: 20141230	31			
0101000020E610000092AAED26F8605E409605137F14193940						-1	-1	-1		台北市士林區承德路5段55號臺北兒童新樂園	20150402	25.097969	121.515146								lon: 121.515146<br>lat: 25.097969<br>通報編號: (諮)1040316-07<br>地點: 台北市士林區承德路5段55號臺北兒童新樂園<br>建檔日期: 20150402	32			
0101000020E61000002E55698B6B585E40221CB3EC49243940						-1	-1	-1		新北市八里區下罟子小段1709號	20130108	25.141753	121.381564								lon: 121.381564<br>lat: 25.141753<br>通報編號: (民)1011222-01<br>地點: 新北市八里區下罟子小段1709號<br>建檔日期: 20130108	565			
0101000020E6100000C16ED8B628525E4007B64AB038CC3840						-1	-1	-1		桃園市復興區長興村5鄰16號(118縣道羅馬公路42.5K附近)	20141230	24.79774	121.283735								lon: 121.283735<br>lat: 24.79774<br>通報編號: (諮)1031227-01<br>地點: 桃園市復興區長興村5鄰16號(118縣道羅馬公路42.5K附近)<br>建檔日期: 20141230	33			
0101000020E610000092AAED26F8605E40489C155113193940						-1	-1	-1		台北市士林區承德路5段55號臺北兒童新樂園	20150402	25.097951	121.515146								lon: 121.515146<br>lat: 25.097951<br>通報編號: (諮)1040316-07<br>地點: 台北市士林區承德路5段55號臺北兒童新樂園<br>建檔日期: 20150402	34			
0101000020E61000001BD47E6B27525E40A088450C3BCC3840						-1	-1	-1		桃園市復興區長興村5鄰16號(118縣道羅馬公路42.5K附近)	20141230	24.797776	121.283656								lon: 121.283656<br>lat: 24.797776<br>通報編號: (諮)1031227-01<br>地點: 桃園市復興區長興村5鄰16號(118縣道羅馬公路42.5K附近)<br>建檔日期: 20141230	35			
0101000020E61000002976340EF5605E401C1CEC4D0C193940						-1	-1	-1		台北市士林區承德路5段55號臺北兒童新樂園	20150402	25.097844	121.514957								lon: 121.514957<br>lat: 25.097844<br>通報編號: (諮)1040316-07<br>地點: 台北市士林區承德路5段55號臺北兒童新樂園<br>建檔日期: 20150402	36			
0101000020E6100000C2BCC79926525E40A088450C3BCC3840						-1	-1	-1		桃園市復興區長興村5鄰16號(118縣道羅馬公路42.5K附近)	20141230	24.797776	121.283606								lon: 121.283606<br>lat: 24.797776<br>通報編號: (諮)1031227-01<br>地點: 桃園市復興區長興村5鄰16號(118縣道羅馬公路42.5K附近)<br>建檔日期: 20141230	37			
0101000020E6100000AC3AAB05F6605E40D66F26A60B193940						-1	-1	-1		台北市士林區承德路5段55號臺北兒童新樂園	20150402	25.097834	121.515016								lon: 121.515016<br>lat: 25.097834<br>通報編號: (諮)1040316-07<br>地點: 台北市士林區承德路5段55號臺北兒童新樂園<br>建檔日期: 20150402	38			
0101000020E6100000BE33DAAA24525E405B61FA5E43CC3840						-1	-1	-1		桃園市復興區長興村5鄰16號(118縣道羅馬公路42.5K附近)	20141230	24.797903	121.283488								lon: 121.283488<br>lat: 24.797903<br>通報編號: (諮)1031227-01<br>地點: 桃園市復興區長興村5鄰16號(118縣道羅馬公路42.5K附近)<br>建檔日期: 20141230	39			
0101000020E6100000E17B7F83F6605E4023D923D40C193940						-1	-1	-1		台北市士林區承德路5段55號臺北兒童新樂園	20150402	25.097852	121.515046								lon: 121.515046<br>lat: 25.097852<br>通報編號: (諮)1040316-07<br>地點: 台北市士林區承德路5段55號臺北兒童新樂園<br>建檔日期: 20150402	40			
0101000020E61000009B5DF75624525E409BE8F35146CC3840						-1	-1	-1		桃園市復興區長興村5鄰16號(118縣道羅馬公路42.5K附近)	20141230	24.797948	121.283468								lon: 121.283468<br>lat: 24.797948<br>通報編號: (諮)1031227-01<br>地點: 桃園市復興區長興村5鄰16號(118縣道羅馬公路42.5K附近)<br>建檔日期: 20141230	41			
0101000020E610000092AAED26F8605E40B0C91AF510193940						-1	-1	-1		台北市士林區承德路5段55號臺北兒童新樂園	20150402	25.097915	121.515146								lon: 121.515146<br>lat: 25.097915<br>通報編號: (諮)1040316-07<br>地點: 台北市士林區承德路5段55號臺北兒童新樂園<br>建檔日期: 20150402	42			
0101000020E61000001899805F23525E40221CB3EC49CC3840						-1	-1	-1		桃園市復興區長興村5鄰16號(118縣道羅馬公路42.5K附近)	20141230	24.798003	121.283409								lon: 121.283409<br>lat: 24.798003<br>通報編號: (諮)1031227-01<br>地點: 桃園市復興區長興村5鄰16號(118縣道羅馬公路42.5K附近)<br>建檔日期: 20141230	43			
0101000020E6100000BC57AD4CF8605E40B0C91AF510193940						-1	-1	-1		台北市士林區承德路5段55號臺北兒童新樂園	20150402	25.097915	121.515155								lon: 121.515155<br>lat: 25.097915<br>通報編號: (諮)1040316-07<br>地點: 台北市士林區承德路5段55號臺北兒童新樂園<br>建檔日期: 20150402	44			
0101000020E61000007EE02A4F20525E406EA296E656CC3840						-1	-1	-1		桃園市復興區長興村5鄰16號(118縣道羅馬公路42.5K附近)	20141230	24.798201	121.283222								lon: 121.283222<br>lat: 24.798201<br>通報編號: (諮)1031227-01<br>地點: 桃園市復興區長興村5鄰16號(118縣道羅馬公路42.5K附近)<br>建檔日期: 20141230	45			
0101000020E61000004D4C1762F5605E400458E4D70F193940						-1	-1	-1		台北市士林區承德路5段55號臺北兒童新樂園	20150402	25.097898	121.514977								lon: 121.514977<br>lat: 25.097898<br>通報編號: (諮)1040316-07<br>地點: 台北市士林區承德路5段55號臺北兒童新樂園<br>建檔日期: 20150402	46			
0101000020E610000031AB77B81D525E403BBCE7C072CC3840						-1	-1	-1		桃園市復興區長興村5鄰16號(118縣道羅馬公路42.5K附近)	20141230	24.798626	121.283064								lon: 121.283064<br>lat: 24.798626<br>通報編號: (諮)1031227-01<br>地點: 桃園市復興區長興村5鄰16號(118縣道羅馬公路42.5K附近)<br>建檔日期: 20141230	47			
0101000020E61000002976340EF5605E400458E4D70F193940						-1	-1	-1		台北市士林區承德路5段55號臺北兒童新樂園	20150402	25.097898	121.514957								lon: 121.514957<br>lat: 25.097898<br>通報編號: (諮)1040316-07<br>地點: 台北市士林區承德路5段55號臺北兒童新樂園<br>建檔日期: 20150402	48			
0101000020E6100000C151F2EA1C525E40F052EA9271CC3840						-1	-1	-1		桃園市復興區長興村5鄰16號(118縣道羅馬公路42.5K附近)	20141230	24.798608	121.283015								lon: 121.283015<br>lat: 24.798608<br>通報編號: (諮)1031227-01<br>地點: 桃園市復興區長興村5鄰16號(118縣道羅馬公路42.5K附近)<br>建檔日期: 20141230	49			
0101000020E610000006A051BAF4605E40D1B2EE1F0B193940						-1	-1	-1		台北市士林區承德路5段55號臺北兒童新樂園	20150402	25.097826	121.514937								lon: 121.514937<br>lat: 25.097826<br>通報編號: (諮)1040316-07<br>地點: 台北市士林區承德路5段55號臺北兒童新樂園<br>建檔日期: 20150402	50			
0101000020E6100000A75489B2B75B5E40D5E76A2BF6333940						-1	-1	-1		新北市淡水區崁頂11鄰	20110502	25.202975	121.433087								lon: 121.433087<br>lat: 25.202975<br>通報編號: (諮)1000428-05<br>地點: 新北市淡水區崁頂11鄰<br>建檔日期: 20110502	1422			
0101000020E610000068EC4B361E525E401616DC0F78CC3840						-1	-1	-1		桃園市復興區長興村5鄰16號(118縣道羅馬公路42.5K附近)	20141230	24.798707	121.283094								lon: 121.283094<br>lat: 24.798707<br>通報編號: (諮)1031227-01<br>地點: 桃園市復興區長興村5鄰16號(118縣道羅馬公路42.5K附近)<br>建檔日期: 20141230	51			
0101000020E6100000180B43E4F4605E40D1B2EE1F0B193940						-1	-1	-1		台北市士林區承德路5段55號臺北兒童新樂園	20150402	25.097826	121.514947								lon: 121.514947<br>lat: 25.097826<br>通報編號: (諮)1040316-07<br>地點: 台北市士林區承德路5段55號臺北兒童新樂園<br>建檔日期: 20150402	52			
0101000020E6100000B0E600C11C525E40F6949C137BCC3840						-1	-1	-1		桃園市復興區長興村5鄰16號(118縣道羅馬公路42.5K附近)	20141230	24.798753	121.283005								lon: 121.283005<br>lat: 24.798753<br>通報編號: (諮)1031227-01<br>地點: 桃園市復興區長興村5鄰16號(118縣道羅馬公路42.5K附近)<br>建檔日期: 20141230	53			
0101000020E6100000180B43E4F4605E401C1CEC4D0C193940						-1	-1	-1		台北市士林區承德路5段55號臺北兒童新樂園	20150402	25.097844	121.514947								lon: 121.514947<br>lat: 25.097844<br>通報編號: (諮)1040316-07<br>地點: 台北市士林區承德路5段55號臺北兒童新樂園<br>建檔日期: 20150402	54			
0101000020E6100000F7E0B54B1B525E40F052EA9271CC3840						-1	-1	-1		桃園市復興區長興村5鄰16號(118縣道羅馬公路42.5K附近)	20141230	24.798608	121.282916								lon: 121.282916<br>lat: 24.798608<br>通報編號: (諮)1031227-01<br>地點: 桃園市復興區長興村5鄰16號(118縣道羅馬公路42.5K附近)<br>建檔日期: 20141230	55			
0101000020E6100000FECF61BEBC5F5E40F38E5374241B3940						-1	-1	-1		台北市士林區基隆河左岸腳踏車道	20150508	25.106025	121.495895								lon: 121.495895<br>lat: 25.106025<br>通報編號: (諮)1040310-01<br>地點: 台北市士林區基隆河左岸腳踏車道<br>建檔日期: 20150508	56			
0101000020E61000000A4CA7751B525E407044F7AC6BCC3840						-1	-1	-1		桃園市復興區長興村5鄰16號(118縣道羅馬公路42.5K附近)	20141230	24.798518	121.282926								lon: 121.282926<br>lat: 24.798518<br>通報編號: (諮)1031227-01<br>地點: 桃園市復興區長興村5鄰16號(118縣道羅馬公路42.5K附近)<br>建檔日期: 20141230	57			
0101000020E610000022DA8EA9BB5F5E405F0839EFFF1B3940						-1	-1	-1		台北市士林區基隆河左岸腳踏車道	20150508	25.109374	121.495829								lon: 121.495829<br>lat: 25.109374<br>通報編號: (諮)1040310-01<br>地點: 台北市士林區基隆河左岸腳踏車道<br>建檔日期: 20150508	58			
0101000020E610000002F390291F525E401C7C613255CC3840						-1	-1	-1		桃園市復興區長興村5鄰16號(118縣道羅馬公路42.5K附近)	20141230	24.798175	121.283152								lon: 121.283152<br>lat: 24.798175<br>通報編號: (諮)1031227-01<br>地點: 桃園市復興區長興村5鄰16號(118縣道羅馬公路42.5K附近)<br>建檔日期: 20141230	59			
0101000020E6100000DFC9A7C7B65F5E4033880FECF81B3940						-1	-1	-1		台北市士林區基隆河左岸腳踏車道	20150508	25.109267	121.495531								lon: 121.495531<br>lat: 25.109267<br>通報編號: (諮)1040310-01<br>地點: 台北市士林區基隆河左岸腳踏車道<br>建檔日期: 20150508	60			
0101000020E610000019E76F4221525E40BAEEAD484CCC3840						-1	-1	-1		桃園市復興區長興村5鄰16號(118縣道羅馬公路42.5K附近)	20141230	24.798039	121.28328								lon: 121.28328<br>lat: 24.798039<br>通報編號: (諮)1031227-01<br>地點: 桃園市復興區長興村5鄰16號(118縣道羅馬公路42.5K附近)<br>建檔日期: 20141230	61			
0101000020E6100000DFC9A7C7B65F5E40A6B4FE96001C3940						-1	-1	-1		台北市士林區基隆河左岸腳踏車道	20150508	25.109384	121.495531								lon: 121.495531<br>lat: 25.109384<br>通報編號: (諮)1040310-01<br>地點: 台北市士林區基隆河左岸腳踏車道<br>建檔日期: 20150508	62			
